occurrenceID,eventID,month,day,year,locationID,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,countryCode,county,habitat,basisOfRecord,recordedBy,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,occurrenceRemarks,,identificationVerificationStatus,taxonID,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,scientificNameAuthorship,vernacularName,collectionCode
SBN:2084:201126,SBN:eventId:2084,07,19,2011,siteId:63:3,55.77378,14.11979,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,12,12,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201126,Lycaena phlaeas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,phlaeas,species,"Linnaeus, 1760",Mindre guldvinge,SBN
SBN:2084:201129,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,12,12,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201129,Lycaena virgaureae,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,virgaureae,species,"Linnaeus, 1758",Vitfläckig guldvinge,SBN
SBN:2084:201137,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden ,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201137,Celastrina argiolus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,argiolus,species,"Linnaeus, 1758",Tosteblåvinge,SBN
SBN:2084:201144,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,15,15,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201144,Polyommatus Icarus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,icarus,species,"Rottemburg, 1775",Puktörneblåvinge,SBN
SBN:2084:201153,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201153,Plebejus idas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,idas,species,"Linnaeus, 1761",Hedblåvinge,SBN
SBN:2084:201164,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,24,24,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201164,Zygaena filipendulae,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,filipendulae,species,"Linnaeus, 1758",Sexfläckig bastardsvärmare,SBN
SBN:2084:236584,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:236584,Plebejus argus/idas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,argus/idas,speciesAggregate,,Ljungblåvinge/Hedblåvinge,SBN
SBN:4039:101070,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:101070,Hesperia comma,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,comma,,"Linnaeus, 1758",Silversmygare,SBN
SBN:4039:201028,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201028,Thymelicus lineola,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,lineola,,"Ochsenheimer, 1808",Mindre tåtelsmygare,SBN
SBN:4039:201034,SBN:eventId:4039,07,05,2012,,,,1000,,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201034,Papilio machaon,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,machaon,,"Linnaeus, 1758",Makaonfjäril,SBN
SBN:4039:201036,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201036,Leptidea sinapis,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptidea,sinapis,,"Linnaeus, 1758",Skogsvitvinge,SBN
SBN:4039:201038,SBN:eventId:4039,07,05,2012,,,,1000,Sweden  ,SE,Hallands län,,HumanObservation,SBN:recorderId:300,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201038,Aporia crataegi,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Aporia,crataegi,,"Linnaeus, 1758",Hagtornsfjäril,SBN
SBN:4039:201039,SBN:eventId:4039,07,05,2012,,,,1000,,SE,Hallands län,,HumanObservation,SBN:recorderId:300,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201039,Pieris brassicae,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,brassicae,,"Linnaeus, 1758",Kålfjäril,SBN
SBN:4039:201040,SBN:eventId:4039,07,05,2012,,,,1000,,SE,Hallands län,,HumanObservation,SBN:recorderId:300,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201040,Pieris rapae,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,rapae,,"Linnaeus, 1758",Rovfjäril,SBN
SBN:4039:201044,SBN:eventId:4039,07,05,2012,,,,1000,Sweden  ,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201044,Anthocharis cardamines,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,cardamines,,"Linnaeus, 1758",Aurorafjäril,SBN
SBN:4039:201051,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201051,Gonepteryx rhamni,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,rhamni,,"Linnaeus, 1758",Citronfjäril,SBN
SBN:4039:201058,SBN:eventId:4039,07,05,2012,,,,1000,,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201058,Nymphalis antiopa,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,antiopa,,"Linnaeus, 1758",Sorgmantel,SBN
SBN:4039:201059,SBN:eventId:4039,07,05,2012,,,,1000,Sweden  ,SE,Hallands län,,HumanObservation,SBN:recorderId:300,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201059,Aglais io,Animals,Arthropoda,Insecta,Lepidoptera,Nymphalidae,aglais,io,,"Linnaeus, 1758",Påfågelöga,SBN
SBN:4039:201060,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201060,Vanessa atalanta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,atalanta,,"Linnaeus, 1758",Amiral,SBN
SBN:4039:201061,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201061,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,cardui,,"Linnaeus, 1758",Tistelfjäril,SBN
SBN:4039:201062,SBN:eventId:4039,07,05,2012,,,,1000,Sweden  ,SE,Hallands län,,HumanObservation,SBN:recorderId:300,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201062,Aglais urticae,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,aglais,urticae,,"Linnaeus, 1758",Nässelfjäril,SBN
SBN:4039:201064,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201064,Araschnia levana,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Araschnia,levana,,"Linnaeus, 1758",Kartfjäril,SBN
SBN:4039:201065,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201065,Argynnis paphia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,paphia,,"Linnaeus, 1758",Silverstreckad pärlemorfjäril,SBN
SBN:4039:201068,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201068,Fabriciana adippe,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,adippe,,"Denis & Schiffermüller, 1775",Skogspärlemorfjäril,SBN
SBN:4039:201071,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201071,Brenthis ino,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,ino,,"Rottemburg, 1775",Älggräspärlemorfjäril,SBN
SBN:4039:201072,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201072,Boloria aquilonaris,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,aquilonaris,,"Stichel, 1908",Myrpärlemorfjäril,SBN
SBN:4039:201086,SBN:eventId:4039,07,05,2012,,,,1000,,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201086,Melitaea athalia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,athalia,,"Rottemburg, 1775",Skogsnätfjäril,SBN
SBN:4039:201099,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201099,Erebia ligea,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,ligea,,"Linnaeus, 1758",Skogsgräsfjäril,SBN
SBN:4039:201104,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201104,Maniola jurtina,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,jurtina,,"Linnaeus, 1758",Slåttergräsfjäril,SBN
SBN:4039:201107,SBN:eventId:4039,07,05,2012,,,,1000,Sweden  ,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201107,Aphantopus hyperantus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,hyperantus,,"Linnaeus, 1758",Luktgräsfjäril,SBN
SBN:4039:201108,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201108,Coenonympha tullia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,tullia,,"Müller, 1764",Starrgräsfjäril,SBN
SBN:4039:201109,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201109,Coenonympha pamphilus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,pamphilus,,"Linnaeus, 1758",Kamgräsfjäril,SBN
SBN:4039:201113,SBN:eventId:4039,07,05,2012,,,,1000,,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201113,Pararge aegeria,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,aegeria,,"Linnaeus, 1758",Kvickgräsfjäril,SBN
SBN:4039:201115,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201115,Lasiommata maera,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,maera,,"Linnaeus, 1758",Vitgräsfjäril,SBN
SBN:4039:201126,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201126,Lycaena phlaeas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,phlaeas,,"Linnaeus, 1760",Mindre guldvinge,SBN
SBN:4039:201129,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201129,Lycaena virgaureae,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,virgaureae,,"Linnaeus, 1758",Vitfläckig guldvinge,SBN
SBN:4039:201137,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201137,Celastrina argiolus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,argiolus,,"Linnaeus, 1758",Tosteblåvinge,SBN
SBN:4039:201144,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201144,Polyommatus Icarus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,icarus,,"Rottemburg, 1775",Puktörneblåvinge,SBN
SBN:4039:201146,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201146,Polyommatus amandus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,amandus,,"Schneider, 1792",Silverblåvinge,SBN
SBN:4039:201153,SBN:eventId:4039,07,05,2012,,,,1000,Sweden,SE,Hallands län,,HumanObservation,SBN:recorderId:300,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201153,Plebejus idas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,idas,,"Linnaeus, 1761",Hedblåvinge,SBN
SBN:5314:102923,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:102923,Lycaena hippothoe,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,hippothoe,species,"Linnaeus, 1760",Violettkantad guldvinge,SBN
SBN:5314:201028,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,9,9,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201028,Thymelicus lineola,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,lineola,species,"Ochsenheimer, 1808",Mindre tåtelsmygare,SBN
SBN:5314:201031,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,6,6,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201031,Ochlodes sylvanus,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanus,species,"Esper, 1778",Ängssmygare,SBN
SBN:5314:201041,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,4,4,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201041,Pieris napi,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,napi,species,"Linnaeus, 1758",Rapsfjäril,SBN
SBN:5314:201045,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,11,11,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201045,Colias palaeno,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,palaeno,species,"Linnaeus, 1760",Svavelgul höfjäril,SBN
SBN:5314:201051,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,6,6,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201051,Gonepteryx rhamni,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,rhamni,species,"Linnaeus, 1758",Citronfjäril,SBN
SBN:5314:201060,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201060,Vanessa atalanta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,atalanta,species,"Linnaeus, 1758",Amiral,SBN
SBN:5314:201062,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,20,20,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201062,Aglais urticae,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,aglais,urticae,species,"Linnaeus, 1758",Nässelfjäril,SBN
SBN:5314:201065,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,8,8,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201065,Argynnis paphia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,paphia,species,"Linnaeus, 1758",Silverstreckad pärlemorfjäril,SBN
SBN:5314:201067,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,16,16,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201067,Speyeria aglaja,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,aglaja,species,"Linnaeus, 1758",Ängspärlemorfjäril,SBN
SBN:5314:201068,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,5,5,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201068,Fabriciana adippe,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,adippe,species,"Denis & Schiffermüller, 1775",Skogspärlemorfjäril,SBN
SBN:5314:201071,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,7,7,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201071,Brenthis ino,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,ino,species,"Rottemburg, 1775",Älggräspärlemorfjäril,SBN
SBN:5314:201075,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201075,Boloria selene,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,selene,species,"Denis & Schiffermüller, 1775",Brunfläckig pärlemorfjäril,SBN
SBN:5314:201076,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201076,Boloria euphrosyne,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,euphrosyne,species,"Linnaeus, 1758",Prydlig pärlemorfjäril,SBN
SBN:5314:201086,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SE,Västmanlands län,,HumanObservation,SBN:recorderId:12,11,11,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201086,Melitaea athalia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,athalia,species,"Rottemburg, 1775",Skogsnätfjäril,SBN
SBN:5314:201099,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,7,7,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201099,Erebia ligea,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,ligea,species,"Linnaeus, 1758",Skogsgräsfjäril,SBN
SBN:5314:201107,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,51,51,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201107,Aphantopus hyperantus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,hyperantus,species,"Linnaeus, 1758",Luktgräsfjäril,SBN
SBN:5314:201109,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201109,Coenonympha pamphilus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,pamphilus,species,"Linnaeus, 1758",Kamgräsfjäril,SBN
SBN:5314:201110,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,4,4,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201110,Coenonympha arcania,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,arcania,species,"Linnaeus, 1760",Pärlgräsfjäril,SBN
SBN:5314:201113,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201113,Pararge aegeria,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,aegeria,species,"Linnaeus, 1758",Kvickgräsfjäril,SBN
SBN:5314:201115,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,13,13,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201115,Lasiommata maera,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,maera,species,"Linnaeus, 1758",Vitgräsfjäril,SBN
SBN:5314:201116,SBN:eventId:5314,07,11,2013,,,,1000,Sweden,SWE,Västmanlands län,,HumanObservation,SBN:recorderId:12,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201116,Lasiommata petropolitana,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,petropolitana,species,"Fabricius, 1787",Berggräsfjäril,SBN
